0.000000000000000000e+00	8.592251000000000402e-03	-1.008640509099190423e-03	7.653636073078350088e-02
1.000000000000000000e+00	2.577547000000000171e-02	-8.590918253549891925e-04	7.659957204663077335e-02
2.000000000000000000e+00	4.295477999999999796e-02	-7.094309312826897881e-04	7.665126266659713639e-02
3.000000000000000000e+00	6.012764999999999777e-02	-5.596803361156963731e-04	7.669142481633221820e-02
4.000000000000000000e+00	7.729144999999999766e-02	-4.098625625785988187e-04	7.672005245538564278e-02
5.000000000000000000e+00	9.444362000000000590e-02	-2.600001434997191918e-04	7.673714127811556707e-02
6.000000000000000000e+00	1.115816000000000030e-01	-1.101156184221394242e-04	7.674268871433623240e-02
7.000000000000000000e+00	1.287027000000000032e-01	3.976846978628226605e-05	7.673669392970448866e-02
8.000000000000000000e+00	1.458044000000000007e-01	1.896295783233929418e-04	7.671915782584540211e-02
9.000000000000000000e+00	1.628843000000000096e-01	3.394451678432183414e-04	7.669008304021648903e-02
1.000000000000000000e+01	1.799395000000000022e-01	4.891927058459160597e-04	7.664947394571115791e-02
1.100000000000000000e+01	1.969676999999999956e-01	6.388496700666987773e-04	7.659733665000097169e-02
1.200000000000000000e+01	2.139661999999999953e-01	7.883935518632173133e-04	7.653367899461704926e-02
1.300000000000000000e+01	2.309324000000000099e-01	9.378018596008983170e-04	7.645851055377068939e-02
1.400000000000000000e+01	2.478638999999999981e-01	1.087052122035717929e-03	7.637184263291338371e-02
1.500000000000000000e+01	2.647580999999999962e-01	1.236121891693915068e-03	7.627368826703649629e-02
1.600000000000000000e+01	2.816124999999999878e-01	1.384988748248125109e-03	7.616406221871073468e-02
1.700000000000000000e+01	2.984243999999999786e-01	1.533630301889432959e-03	7.604298097586584260e-02
1.800000000000000000e+01	3.151914000000000105e-01	1.682024196694834528e-03	7.591046274931081972e-02
1.900000000000000000e+01	3.319109000000000087e-01	1.830148113989605273e-03	7.576652746999497368e-02
2.000000000000000000e+01	3.485803000000000096e-01	1.977979775704060382e-03	7.561119678601026239e-02
2.100000000000000000e+01	3.651971999999999996e-01	2.125496947724213066e-03	7.544449405933539854e-02
2.200000000000000000e+01	3.817594000000000265e-01	2.272677443235822034e-03	7.526644436232213242e-02
2.300000000000000000e+01	3.982638000000000011e-01	2.419499126061319238e-03	7.507707447392443501e-02
2.400000000000000000e+01	4.147083999999999770e-01	2.565939913989128893e-03	7.487641287567074755e-02
2.500000000000000000e+01	4.310904999999999876e-01	2.711977782094866698e-03	7.466448974738049138e-02
2.600000000000000000e+01	4.474077000000000193e-01	2.857590766053919214e-03	7.444133696262479616e-02
2.700000000000000000e+01	4.636576000000000031e-01	3.002756965444919410e-03	7.420698808393280665e-02
2.800000000000000000e+01	4.798374999999999724e-01	3.147454547043597103e-03	7.396147835774376234e-02
2.900000000000000000e+01	4.959451000000000276e-01	3.291661748106536767e-03	7.370484470910587671e-02
3.000000000000000000e+01	5.119782000000000499e-01	3.435356879644322313e-03	7.343712573612276584e-02
3.100000000000000000e+01	5.279340000000000144e-01	3.578518329683601316e-03	7.315836170414821704e-02
3.200000000000000000e+01	5.438104000000000271e-01	3.721124566517552620e-03	7.286859453973025536e-02
3.300000000000000000e+01	5.596048999999999607e-01	3.863154141944297182e-03	7.256786782430528493e-02
3.400000000000000000e+01	5.753154000000000323e-01	4.004585694492733029e-03	7.225622678764336004e-02
3.500000000000000000e+01	5.909387999999999863e-01	4.145397952635338987e-03	7.193371830104561271e-02
3.600000000000000000e+01	6.064734999999999987e-01	4.285569737987446684e-03	7.160039087029472504e-02
3.700000000000000000e+01	6.219168000000000474e-01	4.425079968492497302e-03	7.125629462835950112e-02
3.800000000000000000e+01	6.372664999999999580e-01	4.563907661592822920e-03	7.090148132785489832e-02
3.900000000000000000e+01	6.525201000000000473e-01	4.702031937385450257e-03	7.053600433325829533e-02
4.000000000000000000e+01	6.676754000000000300e-01	4.839432021762474917e-03	7.015991861288338460e-02
4.100000000000000000e+01	6.827303000000000122e-01	4.976087249535516080e-03	6.977328073061292435e-02
