 0.017395907297275366, -0.0015351452997862363,0.01732803853885207
 4.2463837084522016e-05, 3.966328568059279e-05,-1.5165791405677111e-05
 3.057899218386206e-05, -9.409762392728539e-06,2.9095208105340792e-05
 6.067568541654889e-05, 5.765761777737989e-05,-1.8898092840431524e-05
 4.2348304709380444e-05, -4.177558033267649e-05,6.941167021951477e-06
 0.00010064872168044636, 3.910517658855123e-05,9.27413087026821e-05
 6.794056338916428e-05, -4.2266142061593464e-05,-5.319298251523643e-05
 8.992186490208193e-05, 7.697581482074464e-05,4.6482961611225956e-05
 7.5691564886825e-05, 3.0050199118846013e-06,7.563189043218222e-05
 5.055084956405827e-05, -2.9668924471717636e-06,-5.04637091468212e-05
 0.00015231700218137304, 4.3170199901723804e-05,0.00014607122575636041
 6.222889953441271e-05, 1.861084010243459e-05,-5.9380742399751474e-05
 0.00017148381577676596, 8.711669802661314e-05,-0.0001477070749771307
 0.00011642641030163133, -3.8059454856925565e-05,0.00011002993643421527
