 1.1367970424054203, 7.335018538202571e-05,1.136797040039013
 0.00011393844433210714, -5.0582278341472176e-05,-0.00010209506459475166
 7.864240737424471e-05, -7.854803203432076e-05,-3.851610202497081e-06
 4.205990439621233e-05, -1.5298744873108257e-05,3.917887138657857e-05
 2.312380399910622e-05, 2.3091540324165733e-05,1.2210965754225788e-06
 2.798683890221744e-05, -3.468164638487767e-06,-2.7771117834523953e-05
 2.7267238008044447e-05, -2.6838210228192266e-05,-4.817960184009401e-06
 1.8164739295150598e-05, -6.556638671361455e-06,1.6940137041771408e-05
 1.396519946248215e-05, 1.3956721787742873e-05,4.865315677889237e-07
 1.7508758737005156e-05, 5.242547159245959e-07,-1.7500908247959167e-05
 1.620284674604916e-05, -1.5351629918291356e-05,-5.182634612605605e-06
 1.0845949434871541e-05, -3.9281765719268545e-06,1.0109601770769968e-05
 1.0784249654239832e-05, 1.077351966088954e-05,4.809518909397049e-07
 1.30148268921746e-05, 2.499800951601202e-06,-1.277249835528057e-05
