 0.17821221303316678, 0.009750142978329681,0.17794529380144042
 0.00012969862790482932, 6.811880153289159e-05,0.0001103701180488537
 8.906259713722254e-05, 8.848740164295031e-05,-1.0105738929261716e-05
 4.9327900735639535e-05, 6.7129993617170384e-06,-4.886898229505802e-05
 2.8071308267564456e-05, -2.779261312261972e-05,3.945757679967006e-06
 3.0467524476693844e-05, 1.1659126157836793e-05,2.814844267403766e-05
 3.040973820661249e-05, 2.966594188759218e-05,-6.6846144029937245e-06
 2.2605048688155658e-05, -1.7097586129525658e-06,-2.2540296175501385e-05
 1.6512006760597155e-05, -1.5830167898800954e-05,4.695971843801653e-06
 1.8223259005572586e-05, 8.132786173083722e-06,1.6307818917534023e-05
 1.8533252519191172e-05, 1.7589278987707177e-05,-5.839410383995003e-06
 1.4467004303903929e-05, -3.188440103378729e-06,-1.411127433070242e-05
 1.171909289199807e-05, -1.0580668406477617e-05,5.038511117725761e-06
 1.330683950222077e-05, 7.0525551254394566e-06,1.1284212145316162e-05
